pmid;cuis
2845700;"[""C0392335:1"",""C3714787:1"",""C2986417:1"",""C0001554:1"",""C0030705:1"",""C0442805:1"",""C0441655:1"",""C0205088:1"",""C0023823:1"",""C0443172:1"",""C0750901:1"",""C3540512:1"",""C0237881:1"",""C0005210:1"",""C0439228:1"",""C0332149:1""]"
17012295;"[""C3817553:1"",""C1527148:1"",""C0277785:1"",""C0205210:1"",""C0310367:1"",""C1279901:1"",""C0392747:1"",""C3844126:1"",""C0002395:2"",""C0039796:2"",""C1704259:1"",""C1521828:1"",""C0439234:3"",""C0012634:1"",""C1280477:1"",""C1444637:1"",""C0006104:1"",""C0443172:1"",""C1521840:1"",""C0002716:1"",""C0441712:1"",""C1704788:1"",""C0015329:1"",""C1552645:1"",""C2346866:1"",""C0011900:1"",""C0683326:1"",""C0376554:1""]"
8522637;"[""C3714578:1"",""C0013072:1"",""C1704243:1"",""C1632851:4"",""C0025266:1"",""C3817553:2"",""C1524031:1"",""C0205452:1"",""C0205450:1"",""C0037791:1"",""C0043210:1"",""C0531859:1"",""C0205449:4"",""C0030705:5"",""C1547085:1"",""C0287707:4"",""C1417393:2"",""C0242947:1"",""C0441833:1"",""C1999167:2"",""C1444662:1"",""C1708335:2"",""C0178602:4"",""C0205170:1"",""C0033204:1"",""C0205448:3"",""C0332173:4"",""C0036043:1"",""C0032042:1"",""C0001554:1"",""C1372955:1"",""C1705413:1"",""C0002395:2"",""C1706408:1"",""C1515187:2"",""C1709631:1"",""C0021562:1"",""C0332462:1"",""C0752079:3""]"
15221907;"[""C0007776:1"",""C0001779:1"",""C2825879:2"",""C1518422:2"",""C0680226:1"",""C0686732:1"",""C0949307:1"",""C0162788:1"",""C0021044:1"",""C1279901:1"",""C0030705:5"",""C0205171:1"",""C0872145:1"",""C1441604:1"",""C1519524:1"",""C0277552:2"",""C0205447:1"",""C3853643:1"",""C0242574:1"",""C0806358:1"",""C0205448:1"",""C3714578:1"",""C0006104:3"",""C0332149:1"",""C0206076:1"",""C0806359:2"",""C0205123:1"",""C0004398:1"",""C0027882:2"",""C0522498:1"",""C1521871:1"",""C0017337:2"",""C0459385:1"",""C0016733:1"",""C0039485:1"",""C1552923:1"",""C0205449:2"",""C0699748:2"",""C0150103:1"",""C1710082:2"",""C0033213:1"",""C1744691:1"",""C0205452:1"",""C0206679:1"",""C2608085:1"",""C0677874:1"",""C0002395:2"",""C0010834:2"",""C0206558:8"",""C0027361:1"",""C0276496:6"",""C0449913:1"",""C0001613:2""]"
27112198;"[""C3858758:1"",""C0442799:1"",""C2827504:1"",""C1514721:1"",""C0040223:1"",""C0030956:1"",""C0439609:1"",""C3841253:2"",""C0002395:1"",""C0011682:1"",""C0005516:1"",""C0013879:1"",""C1522240:1"",""C0185125:1"",""C0013812:3"",""C0205148:1"",""C0600364:4"",""C0205352:1"",""C0205170:1"",""C0205360:1"",""C0441889:1"",""C1442160:1"",""C0011900:1"",""C0596473:1"",""C0936012:1"",""C0205171:1"",""C1514863:1"",""C2936695:1"",""C0439297:3"",""C2349209:1"",""C1518422:1"",""C0205132:1"",""C0034746:1"",""C0449851:1"",""C3245505:1"",""C0043227:1"",""C0003241:1"",""C0520510:1"",""C3831015:1"",""C0597198:1"",""C1511790:6"",""C0025800:3"",""C0028158:1"",""C0563532:2""]"
2054453;"[""C0332183:1"",""C0441833:2"",""C2603343:1"",""C0012634:1"",""C0332464:1"",""C0439849:1"",""C1522240:2"",""C1705241:1"",""C2826292:1"",""C0442805:1"",""C0221198:1"",""C0205172:1"",""C0750901:1"",""C3844638:2"",""C0456389:1"",""C1304508:3"",""C0237881:1"",""C1833334:1"",""C1510835:1"",""C0450429:1"",""C0443228:1"",""C1705242:1"",""C0815275:1"",""C2938912:1"",""C0683901:1"",""C0085114:1"",""C0150103:2"",""C0205448:2"",""C1999039:1"",""C0030705:4"",""C0917874:1"",""C1184482:1"",""C2705716:1"",""C0332148:1"",""C0439603:2"",""C0001779:2"",""C0024485:1""]"
27020746;"[""C3820816:1"",""C0521390:4"",""C0678594:1"",""C1707520:1"",""C1882071:1"",""C1517001:1"",""C2986594:1"",""C0205170:1"",""C2363430:1"",""C0221099:2"",""C1301808:1"",""C1514721:1"",""C0006104:1"",""C1707919:1"",""C0178539:1"",""C1708517:3"",""C0424295:1"",""C1272746:1"",""C0027882:1"",""C0033363:1"",""C0205146:1"",""C0021420:2"",""C0035953:1"",""C0205166:1"",""C0009219:1"",""C0332148:1"",""C0026606:1"",""C0392756:1"",""C0311392:1"",""C0237400:1"",""C1880022:1"",""C0439849:2"",""C0012634:1"",""C0002395:1"",""C1710082:1"",""C0086805:1"",""C0332185:1"",""C1418985:3"",""C0542341:1"",""C3538722:3"",""C0871261:1"",""C0442821:1"",""C0442504:1"",""C0205177:2"",""C1881865:1"",""C0441712:1"",""C0332452:1"",""C1522240:2"",""C0442805:1"",""C0332453:2"",""C0205448:1"",""C0026809:4"",""C0589087:1"",""C0234621:2"",""C0443131:1"",""C0038446:1"",""C0449379:1"",""C0806140:1"",""C1279919:1"",""C3816745:1"",""C1518422:1"",""C0205171:1"",""C0006675:1"",""C0443127:2""]"
10439444;"[""C2348205:1"",""C0442824:1"",""C0033684:1"",""C3272283:1"",""C1280500:1"",""C0332268:1"",""C0243083:1"",""C0003595:1"",""C0001779:1"",""C0004398:1"",""C0003995:1"",""C0008666:1"",""C0302523:1"",""C0015127:1"",""C0439234:2"",""C0750901:2"",""C0299212:2"",""C0019425:1"",""C0205447:2"",""C1418985:2"",""C0205393:1"",""C0449258:1"",""C0015576:2"",""C0936012:1"",""C0037047:1"",""C0333562:1"",""C3845273:1"",""C0012634:4"",""C0086282:1"",""C0017446:1"",""C2926735:1"",""C1520591:1"",""C1542147:1"",""C1518422:1"",""C0565930:1"",""C0040005:1"",""C0078939:1"",""C1882417:1"",""C0002085:3"",""C0205250:1"",""C0080103:1"",""C0525038:1"",""C0205449:1"",""C0019904:1"",""C0006104:1"",""C0001407:1"",""C1527180:1"",""C0017431:1"",""C0205156:1"",""C0010843:1"",""C0026882:1"",""C1708726:1"",""C1522138:1"",""C1420510:1"",""C0444502:1"",""C0392760:2"",""C0370003:1"",""C0596142:1"",""C0002520:1"",""C0733755:2"",""C0205448:3"",""C0079411:2"",""C2985438:1""]"
18189321;"[""C0033268:1"",""C0006104:1"",""C2986594:1"",""C0205197:1"",""C0277785:2"",""C0596988:2"",""C0001675:1"",""C1701901:1"",""C0175566:1"",""C1306673:1"",""C0013216:1"",""C3816499:1"",""C0560617:1"",""C0243077:1"",""C0205393:1"",""C1706852:1"",""C3828842:1"",""C1280500:1"",""C0001613:1"",""C0333641:1"",""C0017639:1"",""C0542341:2"",""C0026809:2"",""C2825879:2"",""C0150312:1"",""C0023185:1"",""C2675972:1"",""C0332197:1"",""C0175996:1"",""C1947931:1"",""C0026882:1"",""C0002716:4"",""C0027746:5"",""C0010851:1"",""C2986815:1"",""C0085140:1"",""C0025260:1"",""C0001811:1"",""C1274040:2"",""C0678594:1"",""C0205469:1"",""C2986918:1"",""C1850496:1"",""C1517378:1"",""C1521970:1"",""C0872078:3"",""C0276496:1"",""C0870392:1"",""C0205166:1"",""C0205329:1"",""C0040223:1"",""C0299212:1"",""C0680242:1"",""C0379528:1"",""C1512571:1"",""C0019564:1"",""C1518422:2"",""C1418985:2"",""C0332513:1""]"
15246822;"[""C0205224:1"",""C0348080:2"",""C2986417:1"",""C3247466:10"",""C0205388:1"",""C0033268:1"",""C1701901:1"",""C1883559:4"",""C0003062:2"",""C0299212:1"",""C0026809:1"",""C0442797:1"",""C2986918:1"",""C0332174:1"",""C0020056:2"",""C0014406:1"",""C0442808:2"",""C0443172:1"",""C0005290:1"",""C0205145:1"",""C0439531:1"",""C0086418:2"",""C1418985:9"",""C1284077:3"",""C0205132:1"",""C0542341:2"",""C0006104:1"",""C0870134:3"",""C0086860:1"",""C0596988:9"",""C1521828:1"",""C3714606:3"",""C0276496:1"",""C1113654:1"",""C3844638:2"",""C0001675:3"",""C0025936:2"",""C1518422:1"",""C1524062:1"",""C3829356:1"",""C0013936:1"",""C2348205:2"",""C0521390:2"",""C0205393:1"",""C2945687:1"",""C0027882:2"",""C0205245:1"",""C2347086:1"",""C0205463:1"",""C1280500:2"",""C0026882:1"",""C0006233:3"",""C1880904:2"",""C0038952:3"",""C0205448:1"",""C0205314:3"",""C1514485:1"",""C0814002:3""]"
29106824;"[""C0017262:2"",""C0043227:1"",""C0206116:1"",""C1561607:1"",""C0543488:1"",""C0332268:1"",""C1280500:1"",""C0205314:1"",""C1705938:1"",""C0036341:1"",""C0205419:1"",""C0025663:1"",""C0237881:1"",""C0205309:1"",""C1522138:1"",""C0449820:2"",""C0439170:1"",""C1413336:3"",""C3844638:1"",""C2603343:1"",""C1710082:1"",""C3854080:1"",""C0242485:1"",""C0162783:1"",""C0002395:1"",""C0439849:2"",""C0001613:1"",""C0205171:3"",""C1517892:1"",""C0449475:4"",""C1547713:1"",""C0205173:1"",""C1511726:2"",""C0035668:1"",""C2347946:3"",""C1299586:1"",""C0031437:1"",""C2699488:1"",""C0494463:1"",""C0233426:1"",""C0017337:5"",""C0004083:1"",""C0522498:1"",""C0027361:1"",""C2350277:3"",""C1427926:1"",""C0205156:1"",""C0011155:1"",""C0004793:2"",""C0205250:1"",""C0679083:1"",""C0205245:2"",""C0449851:1"",""C3161035:1"",""C0028944:1"",""C0012173:1"",""C0162327:1"",""C0017446:1"",""C0007634:3"",""C0679970:1"",""C0443131:1"",""C0599883:4"",""C0439855:1""]"
2755282;"[""C0439292:6"",""C1705242:1"",""C0439810:1"",""C1522410:1"",""C0007765:2"",""C0016352:1"",""C0332232:1"",""C0231290:1"",""C1708760:1"",""C0017651:1"",""C0030705:1"",""C1516691:1"",""C3842583:1"",""C1515926:1"",""C0020664:1"",""C0205147:1"",""C0020663:1"",""C0234118:1"",""C2347026:1"",""C0025148:2"",""C1511790:1"",""C0037313:1"",""C0011268:1"",""C0011065:1"",""C0002395:7"",""C0043012:1"",""C0205250:1"",""C0027882:1"",""C0442805:1"",""C0020670:1"",""C0205146:1"",""C0026607:1"",""C0439659:1"",""C1511726:1"",""C0026844:1"",""C1456859:1"",""C1701901:1"",""C0006104:2"",""C0228202:1"",""C0205225:1"",""C0008562:2"",""C1272526:1"",""C0024880:1"",""C1518422:1"",""C0205449:1"",""C1284077:1"",""C0039729:1"",""C0152309:1"",""C0521390:1"",""C0006797:1"",""C3853037:1"",""C0010090:1"",""C1269563:1"",""C1281968:1"",""C1281335:1"",""C0032639:1"",""C2951295:1"",""C0443172:1"",""C1548689:1"",""C0524851:1"",""C0028633:1"",""C3714787:1"",""C1281009:1"",""C0205094:1"",""C0205494:1"",""C1269580:1"",""C0019588:1"",""C0027912:1""]"
18650432;"[""C0872078:1"",""C0332185:1"",""C0205164:1"",""C1180347:1"",""C1705242:3"",""C0037083:2"",""C0205393:1"",""C0205410:1"",""C0439064:1"",""C0205463:1"",""C0033268:3"",""C0332148:1"",""C0205245:1"",""C0333463:1"",""C0205177:1"",""C1332101:3"",""C0001688:1"",""C0205171:1"",""C1235660:2"",""C0039796:1"",""C0611285:1"",""C0439822:1"",""C0014239:1"",""C3541303:2"",""C0243077:1"",""C0220806:1"",""C0597357:1"",""C0597304:2"",""C0026019:1"",""C0205419:1"",""C0043047:1"",""C0237881:1"",""C0030705:1"",""C1538050:2"",""C0006104:1"",""C0205088:1"",""C1705543:5"",""C0204514:1"",""C1518422:1"",""C2753842:5"",""C0379528:7"",""C2700400:1"",""C0871133:1"",""C0171484:1"",""C0002395:1"",""C0010813:1"",""C0542341:2"",""C0026882:1"",""C0007603:1"",""C0008976:1"",""C0205681:1"",""C1521733:2"",""C0333343:1"",""C0449432:1"",""C0086418:1"",""C1521840:1"",""C1711351:1"",""C0002520:2"",""C0205450:2"",""C0597526:1"",""C0276496:1"",""C0205452:1"",""C1150108:1"",""C0547044:1""]"
19584443;"[""C3540512:2"",""C2003903:1"",""C1327806:2"",""C0017337:2"",""C0205449:1"",""C0543488:1"",""C3810854:1"",""C0333668:1"",""C0031437:1"",""C0205345:1"",""C0030956:2"",""C1514583:1"",""C0439234:1"",""C0247001:1"",""C0030705:2"",""C1705543:10"",""C0205448:1"",""C1705242:1"",""C0750901:1"",""C3842587:3"",""C0206243:1"",""C3842590:3"",""C0241888:2"",""C0442805:1"",""C2986479:1"",""C1709707:1"",""C1292732:1"",""C0872078:1"",""C1418985:1"",""C0205145:1"",""C0078939:1"",""C0085151:1"",""C0026882:6"",""C0392756:2"",""C0580836:1"",""C1522138:1"",""C0205453:1"",""C0010813:1"",""C0007806:1"",""C1561607:1"",""C1306372:1"",""C2985438:1"",""C3845273:1"",""C1705920:1"",""C0205171:1""]"
10218912;"[""C0205374:2"",""C0439816:1"",""C1326205:1"",""C1442792:1"",""C0117151:1"",""C0026882:1"",""C0040627:1"",""C1628982:1"",""C0162638:3"",""C0449719:1"",""C0376448:1"",""C1707271:2"",""C0205342:1"",""C0872078:1"",""C3842588:1"",""C0314613:1"",""C0035143:1"",""C1532717:1"",""C0868928:1"",""C1334043:1"",""C0017337:1"",""C1279919:1"",""C1418985:6"",""C1708096:1"",""C0003372:1"",""C0276496:1"",""C1280500:1"",""C0851285:1"",""C3842586:1"",""C0039644:1""]"
9278388;"[""C3844638:1"",""C0547044:1"",""C0443348:1"",""C0007634:6"",""C0338656:2"",""C1518413:1"",""C2333949:1"",""C0872078:1"",""C0085262:2"",""C0750901:1"",""C0678941:1"",""C0008407:5"",""C0528480:1"",""C0006104:1"",""C0023401:1"",""C0205171:1"",""C0441712:1"",""C0017337:1"",""C0439673:1"",""C0242349:1"",""C0205177:3"",""C0026882:5"",""C0301630:2"",""C0314604:2"",""C0034693:1"",""C0086022:1"",""C1521970:3"",""C0033684:1"",""C2331620:1"",""C1418985:1"",""C0439792:1"",""C1274040:1"",""C0596988:1"",""C0031437:2"",""C0042285:1"",""C0392756:2"",""C0027752:1"",""C1518422:1"",""C0241888:1"",""C1151953:1"",""C0023185:1"",""C0439083:1"",""C0599668:2"",""C1883559:2"",""C2348205:1"",""C1441672:1"",""C0522501:1"",""C0205112:1"",""C0299212:4"",""C0679052:1""]"
10800930;"[""C0205087:1"",""C0007634:2"",""C0750901:1"",""C0750489:1"",""C0002520:1"",""C1883559:1"",""C1418985:8"",""C0332185:1"",""C2926606:2"",""C0005516:2"",""C0241888:2"",""C0276496:1"",""C1290905:1"",""C0205419:1"",""C0205107:1"",""C1159342:2"",""C1428114:1"",""C0815000:1"",""C2698977:1"",""C1522410:1"",""C0030956:1"",""C2826298:1"",""C1235660:1"",""C1417108:1"",""C0175996:2"",""C1882071:1"",""C0026882:1"",""C1325794:1"",""C1283071:1"",""C1527180:1"",""C1274040:1"",""C3245505:1"",""C0379528:1"",""C0033684:1"",""C0887838:2"",""C1522492:1"",""C0078939:1"",""C1709634:1"",""C1420510:4"",""C1518422:1"",""C0030685:1"",""C0014239:1"",""C1167322:1"",""C1517892:2"",""C0596988:2"",""C1710263:1"",""C0442805:1"",""C0611285:1"",""C0205250:1"",""C0596142:1""]"
17266523;"[""C0040300:1"",""C0015576:1"",""C0332185:2"",""C1711207:1"",""C0202117:1"",""C0026259:1"",""C1167622:1"",""C0006826:2"",""C0017337:2"",""C0014921:1"",""C1882460:1"",""C1412061:8"",""C0205198:1"",""C0013203:1"",""C1511545:1"",""C1880497:1"",""C0205342:1"",""C1269563:1"",""C0023823:1"",""C0567416:1"",""C1279919:1"",""C0031437:1"",""C1412066:1"",""C0333463:1"",""C0242738:2"",""C0750901:1"",""C0008377:1"",""C0427385:1"",""C0023779:1"",""C0086418:4"",""C3495449:1"",""C0596902:2"",""C0205393:1"",""C0002716:1"",""C1412058:1"",""C2611279:1"",""C2827757:1"",""C1334043:1"",""C0015295:1"",""C0205172:1"",""C0334227:1"",""C0026882:1"",""C0025252:1"",""C0012634:1"",""C1294065:2"",""C0027859:1"",""C0003850:1"",""C0457385:1"",""C0699748:1"",""C3538722:1"",""C0030956:1"",""C1444748:1"",""C0752046:1"",""C0029925:1"",""C0680022:1"",""C1880287:1"",""C2346866:4"",""C1441547:1"",""C0014912:1"",""C1512513:1"",""C0205250:3"",""C2603343:1"",""C0016693:1"",""C0441889:1"",""C2346714:1"",""C0007634:2"",""C0038323:2"",""C0007603:1"",""C1254351:2"",""C0205108:1"",""C0033684:1""]"
10501657;"[""C1413336:1"",""C0019564:1"",""C0439792:1"",""C0376558:1"",""C0004461:1"",""C0687676:1"",""C0003069:1"",""C0085732:1"",""C0443225:2"",""C0678594:1"",""C2362652:1"",""C0591833:1"",""C0392756:1"",""C0025936:1"",""C1522410:1"",""C0086418:6"",""C0027882:2"",""C0276496:1"",""C0220814:1"",""C3842675:1"",""C0597304:1"",""C0332255:2"",""C1414967:2"",""C1705242:1"",""C0443640:1"",""C0029219:1"",""C0441889:1"",""C0019409:1"",""C0332306:1"",""C0033684:3"",""C0520511:4"",""C1333299:1"",""C0407295:1"",""C1517331:1"",""C1446409:2"",""C0299212:1"",""C0021699:1"",""C0547044:1"",""C0449774:1"",""C1444754:2"",""C1518422:1"",""C0332257:1"",""C0241888:1"",""C1519606:1"",""C0242842:1"",""C0521390:1"",""C1515926:1"",""C0007634:1"",""C0205227:2"",""C0449913:1"",""C1883559:2"",""C0040669:1"",""C0596632:2"",""C1417006:1"",""C0150312:1"",""C1948020:1"",""C2986918:1"",""C1710548:1"",""C0596988:3"",""C0542341:1"",""C0014239:1"",""C0558295:1"",""C0026882:1"",""C1279919:1"",""C0205469:1"",""C0086168:1"",""C0175996:1"",""C0010453:2"",""C0011305:1"",""C0205463:1"",""C1622418:1"",""C0205172:2"",""C1707763:1"",""C0085103:1"",""C1511726:1"",""C1518294:1"",""C1418985:10"",""C3161035:1"",""C1705920:1"",""C0872078:5"",""C0025519:1"",""C1521991:1"",""C2348205:2"",""C0332173:1"",""C0441926:1"",""C0205330:2""]"
15894407;"[""C0332183:1"",""C0682708:2"",""C0205257:1"",""C1709793:1"",""C0678594:1"",""C1266211:1"",""C0002395:1"",""C0042295:1"",""C0677043:1"",""C1518422:2"",""C0520511:2"",""C0876934:3"",""C0205288:1"",""C1184145:1"",""C1457887:1"",""C3146286:1"",""C1705242:1"",""C0868928:2"",""C1279919:1"",""C1533716:1"",""C1704922:1"",""C0521115:1"",""C0439858:1"",""C0205146:1"",""C0205393:1"",""C1517945:1"",""C0441633:1"",""C1707520:1"",""C0439793:2"",""C0449851:2"",""C0205123:2"",""C0205171:2"",""C1261322:1"",""C1511790:1"",""C0205391:1"",""C0270612:1"",""C0549177:1"",""C3827682:1"",""C0205210:1"",""C1442488:1"",""C1517589:1"",""C0522525:1"",""C0205234:1"",""C3496378:1"",""C1280500:1"",""C1299586:1"",""C1269537:1"",""C1552923:1""]"
11193144;"[""C0276496:1"",""C0332232:1"",""C1418985:1"",""C0006104:1"",""C1521991:1"",""C3842591:1"",""C0233820:1"",""C0876934:1"",""C1512571:1"",""C1521970:1"",""C0205172:1"",""C0338656:1"",""C0441712:1"",""C0027817:1"",""C0015127:1"",""C0043227:1"",""C0017337:1"",""C0547044:1"",""C3816499:1"",""C0085151:1"",""C0205469:1"",""C0026882:2"",""C2348205:1"",""C0012634:1"",""C3538722:3"",""C1522492:1"",""C0010819:1"",""C0868928:1"",""C1527428:1"",""C0333463:1"",""C0439673:1"",""C0241888:1"",""C0376554:1"",""C1522508:1"",""C0033684:2"",""C0205422:3"",""C0008656:1"",""C0332183:1"",""C0027361:1"",""C0205171:1"",""C0445247:1"",""C0011268:1"",""C0699759:1"",""C0205449:1"",""C3247466:2"",""C0008664:1"",""C0872078:2"",""C0002395:1""]"
22229117;"[""C1512693:2"",""C0332149:2"",""C2348205:1"",""C0338656:1"",""C1880177:1"",""C0542341:2"",""C0598940:1"",""C0002395:1"",""C1517945:1"",""C1517378:1"",""C3484370:1"",""C0220781:1"",""C0876934:1"",""C3245505:1"",""C0205329:1"",""C3811918:1"",""C0600688:1"",""C0178539:1"",""C1979934:2"",""C0006104:2"",""C0085401:1"",""C1522492:1"",""C0027882:1"",""C0814225:1"",""C0205172:1"",""C1705920:2"",""C0443301:1"",""C0439755:1"",""C0026882:1"",""C0521390:1"",""C0805586:1"",""C0225328:1"",""C0920472:1"",""C0184512:1""]"
16162853;"[""C0449719:1"",""C1883221:1"",""C0030956:1"",""C0085845:1"",""C0682323:2"",""C0441712:1"",""C0006104:1"",""C0205469:1"",""C3538722:1"",""C0162638:2"",""C1521761:1"",""C0205263:4"",""C0439673:1"",""C1947931:1"",""C0175996:1"",""C1883357:1"",""C1274040:1"",""C0085151:1"",""C0013081:1"",""C0871786:1"",""C0033684:2"",""C0679006:1"",""C2754100:1"",""C0333052:1"",""C1511625:1"",""C0936012:2"",""C0521390:1"",""C1279919:1"",""C1514121:1"",""C0007587:3"",""C2946261:1"",""C0291573:1"",""C0072389:1"",""C1533691:1"",""C1517378:1"",""C0011065:2"",""C1705542:1"",""C0683521:1"",""C0002395:1"",""C0542341:1"",""C0041485:1"",""C1704675:1"",""C0037813:1"",""C1137947:1"",""C0255156:1"",""C1879547:1"",""C0423866:1"",""C0205314:1"",""C0027882:1""]"
22348084;"[""C0085401:1"",""C0332621:1"",""C1547039:1"",""C0342895:1"",""C0521119:1"",""C0205296:1"",""C2257086:2"",""C2827424:1"",""C0026606:1"",""C0243095:1"",""C0680220:1"",""C0870809:1"",""C3245505:1"",""C0040223:1"",""C0439234:1"",""C0205469:1"",""C0232197:1"",""C0205132:1"",""C0439836:2"",""C1518422:1"",""C1701901:1"",""C1522326:1"",""C0001554:1"",""C0205198:1"",""C0449297:1"",""C0030956:1"",""C0522529:1"",""C0013227:1"",""C0002716:4"",""C3161035:1"",""C3492862:1"",""C1705920:1"",""C1450275:1"",""C0205177:1"",""C1515653:1"",""C2349975:1"",""C1280500:1"",""C0521110:1"",""C0002395:1"",""C0439064:1"",""C0600688:1"",""C0205451:1"",""C0392756:3"",""C1265611:1"",""C0333562:2"",""C0010467:7"",""C1705242:2"",""C1948066:4"",""C0184511:1"",""C1514798:1"",""C0017431:2"",""C2603343:2"",""C0023980:1"",""C1407029:1"",""C0012578:2""]"
20398116;"[""C3828711:1"",""C1457887:1"",""C0009462:1"",""C0023216:1"",""C0037317:3"",""C0694563:2"",""C1561888:2"",""C1077578:3"",""C0332182:1"",""C0243161:1"",""C0017469:1"",""C1405421:1"",""C1707689:1"",""C0001554:1"",""C0034394:1"",""C0242485:1"",""C1136324:1"",""C0205210:1"",""C1705493:2"",""C3816957:1"",""C0028423:2"",""C1522138:1"",""C1517331:1"",""C3494623:1"",""C0917801:2"",""C1707478:1"",""C3842589:1"",""C0441797:1"",""C0205447:2"",""C0233401:1"",""C3816723:1"",""C0021941:1"",""C0520679:1"",""C0449560:1"",""C0030567:1"",""C0035168:1"",""C0008972:2"",""C1274040:1"",""C0205172:1"",""C0751783:2"",""C0026183:1"",""C0027853:1"",""C0085200:2"",""C0003469:1"",""C0425168:1"",""C0442519:1"",""C0679646:7"",""C0033204:9"",""C0002424:1"",""C0332287:1"",""C0700201:1"",""C0021822:2"",""C0037313:3"",""C0001811:2"",""C0542559:1"",""C0450382:1"",""C0037672:1"",""C0035258:2"",""C0011581:1"",""C3843708:1"",""C2699787:1"",""C0497327:7"",""C0004083:1"",""C0002395:1"",""C0332183:1"",""C0751772:2"",""C1550501:1"",""C0026649:1"",""C1999167:1"",""C0552389:1""]"
21375481;"[""C3842590:1"",""C0183683:1"",""C0005516:1"",""C1515021:1"",""C0205314:5"",""C0425382:1"",""C0449445:2"",""C0030705:4"",""C0205410:1"",""C0332185:1"",""C0549178:1"",""C0002716:1"",""C0205448:1"",""C1709630:1"",""C0025309:1"",""C1522673:1"",""C0871261:1"",""C3814463:1"",""C0020971:1"",""C0282580:1"",""C0030956:2"",""C0392756:1"",""C1548787:1"",""C0008976:2"",""C3714787:1"",""C0600249:1"",""C0347984:1"",""C0042210:4"",""C1096775:2"",""C0205172:2"",""C0205309:1"",""C0205231:1"",""C2827421:1"",""C2349179:1"",""C1521840:1"",""C0003320:2"",""C0432616:1"",""C1517294:1"",""C0597177:1"",""C0205164:1"",""C0521116:1"",""C1999167:1"",""C0439234:1"",""C0042153:3"",""C3538722:1"",""C0679199:1"",""C2363430:1"",""C1274040:1"",""C1269563:1"",""C0441767:1"",""C0805586:1"",""C0012854:1"",""C0039796:1"",""C0205088:2"",""C3714763:1"",""C0004268:1"",""C0003316:1"",""C1155080:1"",""C1527148:2"",""C1279901:2"",""C0033684:1"",""C0021083:3"",""C0042196:2"",""C0002395:1"",""C0205447:1"",""C1874451:1"",""C1279919:1"",""C0205393:2"",""C0521026:1"",""C1280519:3"",""C0027552:4"",""C0876934:1""]"
14718371;"[""C1522492:1"",""C0150103:1"",""C0017725:4"",""C0043100:1"",""C0032521:1"",""C0026385:1"",""C0027746:1"",""C0014442:2"",""C0001779:1"",""C0439166:1"",""C0043240:1"",""C0002732:3"",""C0220781:1"",""C1515926:1"",""C0596620:2"",""C0008550:1"",""C0002395:1"",""C0004398:1"",""C0025723:1"",""C1979844:1"",""C0205449:1"",""C0085672:2"",""C0936012:2"",""C1979900:1"",""C0205393:1"",""C1518422:1"",""C0243144:1"",""C0024868:1"",""C0699900:1"",""C0459385:1"",""C0678908:1"",""C0205177:1"",""C0456389:1"",""C1521970:1"",""C0205381:1"",""C0040223:1"",""C0017742:1"",""C0877853:1"",""C0022013:1"",""C0017911:3"",""C0439189:1"",""C0456205:1"",""C0680864:1"",""C0221099:1"",""C1517892:1"",""C0017952:2"",""C1704243:1"",""C0205451:1"",""C3828842:1"",""C0205447:1"",""C0032594:2"",""C0392756:1"",""C0005767:1"",""C0017696:1"",""C1698986:1"",""C0006104:6"",""C2827757:1""]"
22806961;"[""C0205177:4"",""C0439064:1"",""C0750572:1"",""C1518422:1"",""C0205455:1"",""C0233820:1"",""C0205419:1"",""C0276496:1"",""C0441833:1"",""C1709630:1"",""C0205123:1"",""C0013658:1"",""C0205147:1"",""C0025260:2"",""C3540678:2"",""C0439234:1"",""C0039485:1"",""C0039333:1"",""C2985478:3"",""C0449438:1"",""C0443172:1"",""C0035648:1"",""C0596142:1"",""C2329590:1"",""C0030660:1"",""C0052201:1"",""C0015576:2"",""C0439531:4"",""C0278329:1"",""C0040223:1"",""C0026882:3"",""C0376335:6"",""C0332272:1"",""C2986416:5"",""C0205345:2"",""C0034606:1"",""C0871103:1"",""C0035647:1"",""C1710082:3"",""C0001779:3"",""C0205087:1"",""C2984964:1"",""C0206243:1"",""C0228249:1"",""C0205393:1"",""C2700640:1"",""C0001675:1"",""C0002085:1"",""C3247466:2"",""C0220825:1"",""C1527180:1"",""C2347946:1"",""C1705242:2"",""C1704243:3"",""C0205454:1"",""C0277793:1"",""C0032854:1"",""C1514918:2""]"
