pmid;cuis
23809965;"[""C0243098:1"",""C0040223:2"",""C0085537:3"",""C0332272:1"",""C0542341:1"",""C0037443:2"",""C0520510:1"",""C1412208:2"",""C0007328:1"",""C2347946:1"",""C1707478:1"",""C0001288:3"",""C0030705:5"",""C1521798:1"",""C0150103:1"",""C1285529:1"",""C0205449:1"",""C0035201:1"",""C0750901:1"",""C0021941:1"",""C1514821:1"",""C0011900:1"",""C0521117:1"",""C0870252:3"",""C0019994:1"",""C0205250:3"",""C0036365:1"",""C0025663:1"",""C0497327:1"",""C0441655:1"",""C0332177:1"",""C2603343:2"",""C0205412:1"",""C1274040:1"",""C0441833:8"",""C0376558:1"",""C0205487:1"",""C0681805:1"",""C1708715:4"",""C1707491:1"",""C0332173:1"",""C1705242:1"",""C1518422:2"",""C0449820:2"",""C0494463:1"",""C0008976:1"",""C0205172:2"",""C1947916:2"",""C0037440:1"",""C1709795:1"",""C0038215:1""]"
24936423;"[""C0750492:1"",""C1705294:1"",""C0205396:1"",""C3842331:1"",""C0033213:2"",""C2698214:1"",""C1882932:1"",""C1880022:1"",""C0521115:1"",""C0205276:1"",""C0150098:1"",""C1270972:1"",""C0678594:1"",""C1521828:1"",""C0242415:1"",""C1707455:1"",""C0206031:1"",""C0805586:1"",""C0008902:4"",""C0030351:1"",""C1428114:3"",""C0348078:1"",""C0012634:2"",""C0449851:4"",""C1880177:1"",""C0205419:1"",""C0205393:1"",""C1705542:1"",""C0205448:2"",""C3538928:1"",""C3161035:1"",""C0205146:4"",""C1523987:1"",""C0242656:2"",""C1518422:3"",""C1284077:1"",""C0023866:1"",""C1517945:1"",""C1522138:1"",""C0125323:2"",""C0030705:4"",""C0332243:1"",""C0439810:1"",""C1279901:2"",""C0549177:1"",""C0002395:1"",""C0019564:2"",""C0699952:1"",""C2348792:1"",""C0205357:1"",""C1708517:1"",""C1707429:1"",""C0205225:1"",""C0042153:1"",""C1704788:1"",""C1547014:1"",""C1883708:1""]"
23021625;"[""C2987487:1"",""C0030705:5"",""C1274040:1"",""C1289511:2"",""C0205172:2"",""C2921138:1"",""C0018220:1"",""C0205409:1"",""C0205098:1"",""C0010090:1"",""C0205139:1"",""C0332183:2"",""C0547044:1"",""C0277793:1"",""C0682708:1"",""C0023008:2"",""C1184145:1"",""C0205093:1"",""C0221444:1"",""C0150103:1"",""C0333641:4"",""C0205091:1"",""C0332185:1"",""C0221099:1"",""C0449450:1"",""C0205182:1"",""C0030560:1"",""C0200760:1"",""C0205419:3"",""C0012634:1"",""C1457887:1"",""C1847116:1"",""C0205147:1"",""C0678594:1"",""C1704243:1"",""C1705938:1"",""C0699748:1"",""C1542147:1"",""C0741302:1"",""C0001779:2"",""C0031681:4"",""C0205095:2"",""C1707478:1"",""C0449851:1"",""C1708715:4"",""C0205169:1"",""C0235946:1"",""C0871735:1"",""C0442030:1"",""C0205329:1"",""C1883709:5"",""C1279919:2"",""C0494463:1"",""C1550501:2"",""C2700259:1"",""C0205231:1"",""C0332149:1"",""C0282513:4"",""C0039485:1"",""C0233794:1"",""C0439234:2"",""C0449774:3"",""C0332287:1"",""C0024485:1""]"
8410026;"[""C0205469:1"",""C1518422:1"",""C0002049:2"",""C3698239:1"",""C0004398:1"",""C0333712:1"",""C0233794:1"",""C0018563:1"",""C0002395:2"",""C1145677:1"",""C0205450:1"",""C0439849:1"",""C0238767:1"",""C0027882:1"",""C1268979:1"",""C0086582:1"",""C0243140:1"",""C0332140:1"",""C0277785:1"",""C0030232:1"",""C0033085:1"",""C0393570:1"",""C0311392:1"",""C0007776:1"",""C1288949:1"",""C0439742:1"",""C1457887:1"",""C1850620:1"",""C0439234:2"",""C0580836:1""]"
25233799;"[""C0444598:1"",""C0003241:3"",""C1521798:1"",""C0439849:1"",""C0750729:1"",""C3540698:2"",""C0597198:1"",""C0392756:2"",""C1522326:1"",""C0870866:1"",""C0597162:1"",""C0184511:1"",""C0002520:1"",""C0205469:2"",""C0001554:2"",""C0332174:1"",""C0087113:1"",""C3540678:1"",""C0040223:1"",""C0043047:1"",""C1704258:1"",""C0021493:1"",""C1883357:1"",""C1704419:1"",""C1280500:1"",""C1279901:1"",""C1521840:1"",""C0039796:1"",""C0205307:1"",""C0033684:1"",""C0441889:1"",""C0020974:2"",""C2362652:1"",""C1442465:1"",""C1516691:1"",""C1883221:3"",""C1518422:1"",""C0205314:1"",""C0205088:4"",""C2603343:1"",""C0436117:1"",""C0025260:1"",""C0025914:1"",""C0497327:1"",""C0949664:2"",""C0015576:1"",""C0439231:1"",""C0580836:1"",""C0016538:2"",""C0006104:2"",""C0003316:1"",""C0205145:1"",""C1864985:1"",""C0439810:1"",""C0231337:1"",""C1521970:1"",""C0002395:2"",""C0205393:1"",""C0449450:1"",""C0679006:1"",""C0026809:2"",""C0524851:1"",""C0243140:1"",""C0205448:1""]"
20348102;"[""C0442805:2"",""C1522485:1"",""C1420099:1"",""C0025543:1"",""C0085151:2"",""C0205225:1"",""C1519614:1"",""C0599779:1"",""C0205448:1"",""C0392756:1"",""C0002395:1"",""C0035696:1"",""C3463820:1"",""C0522505:1"",""C0332197:1"",""C0600493:9"",""C0038452:1"",""C0205469:1"",""C2827421:1"",""C0611285:1"",""C0078939:1"",""C1705543:3"",""C0028630:1"",""C0033684:1"",""C0017215:1"",""C0024075:1"",""C0729650:1"",""C0237881:1"",""C3843058:2"",""C0040649:1"",""C0205177:1"",""C0030705:1"",""C1292721:1"",""C2348205:1"",""C1521828:1"",""C0449719:1"",""C0013879:1"",""C0333463:1"",""C1519595:1"",""C1518422:1"",""C0040712:4"",""C1171362:1"",""C0162518:1"",""C0205166:1"",""C1707919:1"",""C1514248:1"",""C0006104:1"",""C0033268:1"",""C1515653:1"",""C0220781:1"",""C0442824:1"",""C0017337:1"",""C0379526:4"",""C2936239:3"",""C0600680:1"",""C0079941:1"",""C1412181:12"",""C0441712:1""]"
23844122;"[""C0150103:1"",""C0026837:1"",""C0205547:1"",""C1511545:1"",""C0431080:1"",""C0014441:1"",""C0205345:1"",""C0205087:1"",""C1705920:1"",""C0936012:2"",""C0030705:5"",""C0220825:1"",""C0205332:1"",""C2603343:1"",""C0442805:1"",""C0042295:1"",""C0001779:1"",""C3853650:1"",""C0549177:1"",""C2347026:1"",""C0205171:1"",""C0205250:1"",""C0699748:1"",""C1441604:1"",""C1521733:1"",""C1517331:1"",""C0011900:2"",""C0242485:1"",""C0456603:1"",""C1550501:1"",""C0003250:1"",""C0445247:1"",""C0449851:1"",""C0332255:1"",""C1510438:3"",""C0033684:2"",""C1749467:1"",""C3540512:3"",""C0002395:1"",""C0007806:1""]"
21185234;"[""C0150312:1"",""C0025260:1"",""C0233794:1"",""C1455761:1"",""C0031437:3"",""C0039485:1"",""C1882071:1"",""C0332239:2"",""C0205172:1"",""C1521761:3"",""C0751295:1"",""C0521116:1"",""C2003888:1"",""C0205234:1"",""C0001779:2"",""C0449450:2"",""C0206076:1"",""C1999167:1"",""C0206132:1"",""C1521970:1"",""C1279901:1"",""C1518422:2"",""C0741302:1"",""C0001613:1"",""C1833334:1"",""C0205388:1"",""C0030705:7"",""C0935584:1"",""C0035648:1"",""C0332183:1"",""C0449774:2"",""C0205171:1"",""C0439673:1"",""C1299586:1"",""C0205146:1"",""C0023008:1"",""C0333641:2"",""C0814120:1"",""C0522498:1"",""C0750492:1"",""C1412481:1"",""C0205393:1"",""C0205160:1"",""C0205098:2"",""C0017431:1"",""C0002085:2"",""C0003595:1"",""C0750901:1"",""C0332148:1"",""C1457887:1""]"
24700485;"[""C0333641:3"",""C0205171:1"",""C0442856:1"",""C0449445:2"",""C0449341:1"",""C0424093:1"",""C0150098:1"",""C0024485:3"",""C0543488:1"",""C0242356:1"",""C1511876:1"",""C0018220:1"",""C0185115:1"",""C1273723:1"",""C0336789:1"",""C0205314:1"",""C2700259:1"",""C0030705:3"",""C0683327:1"",""C0011265:1"",""C2699740:1"",""C0679575:1"",""C0205165:1"",""C0205409:1"",""C1533716:2"",""C0236642:1"",""C0042153:1"",""C1524062:1"",""C0678594:3"",""C1519941:1"",""C0449851:3"",""C1427738:2"",""C0205170:1"",""C2827628:4"",""C1514721:1"",""C0205132:1"",""C1283888:1"",""C0011900:1"",""C0205452:1"",""C0037914:1"",""C0008902:3"",""C0205147:1"",""C0376690:3"",""C1518422:1"",""C0205195:1"",""C0087136:1"",""C0007818:1"",""C2986479:2"",""C0237753:1"",""C1521970:3"",""C0005516:4"",""C0205451:1"",""C0459385:1"",""C1511726:1"",""C0002395:1"",""C1412582:4"",""C0443131:1"",""C0205134:1"",""C0205172:1"",""C1274040:1"",""C0497327:4"",""C0449468:1"",""C2363430:2"",""C1511790:1"",""C2926606:1"",""C0221464:1"",""C0205146:1""]"
25964214;"[""C0061467:2"",""C0282547:1"",""C0237881:1"",""C1284077:1"",""C1420120:7"",""C0002395:1"",""C0033684:1"",""C1521733:3"",""C0162493:1"",""C3244092:1"",""C0205447:1"",""C0392756:1"",""C0004112:2"",""C0439793:1"",""C0524851:1"",""C0220839:2"",""C0001779:1"",""C1280500:1"",""C1701901:1"",""C0547040:1"",""C3841798:1"",""C0205170:1"",""C2986594:1"",""C1272460:1"",""C0030705:1"",""C0039062:1"",""C1883357:1"",""C1705920:1"",""C1511726:1"",""C0205245:2"",""C1517945:2"",""C0031330:1"",""C0205164:2"",""C0027882:1"",""C0678587:1"",""C0277785:1"",""C0338656:2"",""C1517892:1"",""C0205263:2"",""C0205469:2"",""C1521991:1""]"
25037285;"[""C0033665:1"",""C1705938:2"",""C0332185:1"",""C0039485:1"",""C0205314:1"",""C1709634:1"",""C0002716:1"",""C1883644:1"",""C2986416:1"",""C2347026:2"",""C0314603:1"",""C1879547:1"",""C0015127:1"",""C0011900:2"",""C0033684:2"",""C2603343:1"",""C0017337:1"",""C0035696:1"",""C0010813:1"",""C0035647:1"",""C0002395:1"",""C0086418:1"",""C0017431:1"",""C2678557:5"",""C0030956:1"",""C1279901:1"",""C0752046:3"",""C0868928:2"",""C0043157:1"",""C0205447:1"",""C0022877:1"",""C0002085:2"",""C1235660:1"",""C0392760:1"",""C1517892:2"",""C0814942:2"",""C0033268:1"",""C0376554:1"",""C0052201:1"",""C0007328:1"",""C0205250:1"",""C0007457:1"",""C0171484:3""]"
8560270;"[""C0007587:2"",""C1148580:1"",""C1707391:1"",""C2926606:1"",""C0017337:1"",""C0205448:1"",""C0205263:2"",""C0276496:1"",""C0027365:1"",""C0020204:1"",""C1418986:1"",""C0017710:1"",""C0728938:1"",""C0002395:1"",""C1418406:3"",""C0162638:2"",""C0205245:1"",""C0011065:1"",""C1710082:1"",""C0314613:1"",""C0003372:2"",""C0006556:1"",""C0851285:1"",""C0596235:1"",""C0033684:1"",""C1334043:1"",""C0034790:2""]"
15791354;"[""C3842590:1"",""C1305855:1"",""C0002395:4"",""C1881878:2"",""C0439475:8"",""C3542919:1"",""C1707478:1"",""C0019796:2"",""C3541329:1"",""C1442488:4"",""C0450989:1"",""C1705242:1"",""C1522166:2"",""C0030705:5"",""C1518422:1"",""C0443228:1"",""C1290928:1"",""C0450316:1"",""C1420005:4"",""C0444499:1"",""C0205172:1"",""C1512693:1"",""C0449851:1"",""C0221099:2"",""C0205447:3"",""C0441655:3"",""C3538806:3"",""C1457868:1"",""C0451306:5"",""C2603343:1"",""C0237400:1"",""C0536221:4"",""C0001779:5"",""C0497327:4"",""C2698977:1"",""C0001288:1"",""C0205210:1"",""C0439234:4"",""C0205393:1"",""C0442751:1"",""C1549809:4"",""C0683935:1"",""C1516691:2"",""C3539026:5"",""C0392335:2"",""C0860630:1"",""C0332173:3"",""C0585941:4"",""C0039155:1"",""C0237881:3"",""C0549177:2"",""C0086569:1"",""C0205436:1"",""C0376558:3"",""C0040223:1"",""C1550501:4"",""C0439849:1"",""C0547047:1"",""C0079399:4"",""C1882365:1"",""C1521724:1"",""C3842591:1"",""C1274040:2"",""C0338656:1"",""C1522410:1"",""C0449820:2"",""C0018017:1"",""C0015780:1"",""C0392756:8"",""C1272641:8"",""C0439231:4"",""C0449719:1"",""C1522577:2"",""C0428883:1""]"
20802216;"[""C0299212:1"",""C1418986:1"",""C3538722:1"",""C1704243:1"",""C0162534:1"",""C1418985:1"",""C0439531:1"",""C1274040:1"",""C0442824:1"",""C1511790:3"",""C0449851:1"",""C0034037:2"",""C0002395:1"",""C2603343:1"",""C0439234:1"",""C0528480:1"",""C1513778:1"",""C0237426:1"",""C0392747:1"",""C1517331:1"",""C1511726:1"",""C0030705:6"",""C1418941:1"",""C1709707:1"",""C3846446:1"",""C1707478:1"",""C0205419:1"",""C0348080:1"",""C0872180:1"",""C0205147:2"",""C0017446:1"",""C0086143:1"",""C0314603:1"",""C0015127:1"",""C0039593:1"",""C0241888:1"",""C0017337:1"",""C1711190:1"",""C1521828:2"",""C0439660:1"",""C1301732:1"",""C1518422:1"",""C0237753:2"",""C0439603:1"",""C1709269:1"",""C2347946:1"",""C0681686:1"",""C0012634:2"",""C0205099:1"",""C1446409:1"",""C0026882:1"",""C0033213:1"",""C0027462:1"",""C0681876:2"",""C1879652:1"",""C0021149:1"",""C0085151:1"",""C0205251:1"",""C0750572:2"",""C1833334:1"",""C0007663:1"",""C0679560:2"",""C0205309:1"",""C1705493:1"",""C1549071:1"",""C0033164:1"",""C0332148:1"",""C0876919:1""]"
20625090;"[""C0018717:1"",""C1883708:1"",""C0439234:1"",""C1515051:1"",""C0027361:7"",""C0015031:1"",""C0001779:1"",""C0011847:1"",""C0002395:1"",""C0010235:1"",""C0023821:1"",""C1883310:1"",""C1707478:1"",""C1508496:1"",""C0020538:1"",""C0580836:1"",""C0019665:1"",""C0338656:1"",""C0004083:1"",""C1442488:1"",""C2003903:1"",""C0439064:1"",""C0336791:1"",""C0205250:1"",""C0542559:1"",""C0497327:2"",""C0001792:2"",""C2982691:1"",""C1707689:1"",""C0030705:1"",""C1709854:1"",""C0449820:16"",""C1274040:1"",""C0002783:1"",""C1521761:2"",""C1801960:5"",""C1880497:1"",""C0205170:1"",""C3842589:1"",""C1881674:1"",""C0035648:2"",""C1524062:1"",""C0678226:1"",""C0009462:1"",""C0042295:1"",""C0017431:1"",""C1517331:1"",""C1705938:1"",""C0003595:1"",""C0494463:1"",""C0442759:1"",""C0033204:1"",""C2603343:1"",""C0205682:1"",""C0332462:4"",""C0205314:3"",""C0205352:1"",""C1707429:1"",""C0205225:1"",""C0681842:2"",""C0035647:10"",""C0086749:1"",""C0023981:1"",""C3816723:1"",""C1708715:5"",""C0013658:1""]"
26376910;"[""C0205191:2"",""C0027765:1"",""C3146294:1"",""C0036341:1"",""C0237753:1"",""C0007620:1"",""C0338656:1"",""C0027880:1"",""C0449450:1"",""C0085732:1"",""C2755994:1"",""C0567416:1"",""C1516691:1"",""C0522501:1"",""C3714606:1"",""C0814005:1"",""C0162493:1"",""C0001554:1"",""C3540678:1"",""C1518422:1"",""C0001675:2"",""C0392335:3"",""C0885003:1"",""C0870186:1"",""C0205307:1"",""C1284077:1"",""C3686820:1"",""C0002395:1"",""C2603343:1"",""C0228249:1"",""C0750546:1"",""C0244989:1"",""C0199176:1"",""C0031715:1"",""C0439228:2"",""C0001962:1"",""C0019564:3"",""C0015127:1"",""C1274040:1"",""C0442805:1"",""C3849574:1"",""C2986411:1"",""C1280500:2"",""C1264637:1"",""C0596290:1"",""C0814002:3"",""C0026809:2"",""C0439272:2"",""C0542339:1"",""C0164786:1""]"
26391050;"[""C0876934:2"",""C0751295:1"",""C0205329:1"",""C1522138:1"",""C3161035:1"",""C2979881:1"",""C0205476:1"",""C1517741:1"",""C0205393:2"",""C0497327:1"",""C0683525:2"",""C1519941:1"",""C0199176:1"",""C0233794:1"",""C1521733:1"",""C0002622:2"",""C0013080:1"",""C1859755:1"",""C1272703:2"",""C1548787:1"",""C1280477:1"",""C0441635:1"",""C0205122:1"",""C0947630:1"",""C0521390:1"",""C0017337:1"",""C0441712:1"",""C0596610:1"",""C0205197:1"",""C0086418:1"",""C2986594:1"",""C0679575:1"",""C2926606:2"",""C0205449:1"",""C0023671:1"",""C3151529:1"",""C0039082:1"",""C0750901:1"",""C0041703:1"",""C3245505:1"",""C1269765:1"",""C0027361:2"",""C0332232:1"",""C3714751:1"",""C1705764:1"",""C0205439:1"",""C0001554:3"",""C0521116:1"",""C0599779:1"",""C1518422:1"",""C0027746:4"",""C2603343:1"",""C0019247:1"",""C0001779:2"",""C0205438:1"",""C0439808:1"",""C0439064:2"",""C2981279:2"",""C0332185:2"",""C0521110:1"",""C0009488:1"",""C1516691:1"",""C0005615:1"",""C0205314:2"",""C0025914:2""]"
19276543;"[""C2985438:1"",""C0085732:1"",""C1542147:1"",""C1418985:3"",""C0205087:1"",""C0205172:1"",""C0026882:5"",""C0332232:1"",""C0337810:1"",""C1457887:1"",""C1334043:1"",""C1550543:1"",""C0449450:1"",""C0030705:1"",""C0023015:1"",""C1822046:1"",""C0205210:1"",""C0031437:1"",""C1418986:4"",""C0236642:1"",""C0205095:1"",""C0243161:1"",""C0276496:1"",""C0542341:1"",""C0015127:1"",""C3151413:1"",""C1516691:1""]"
8737975;"[""C0241888:1"",""C0035268:2"",""C0022192:1"",""C0205309:1"",""C0299605:1"",""C1881865:1"",""C0015576:1"",""C1518422:1"",""C0042285:1"",""C0868928:2"",""C0205422:1"",""C0449851:1"",""C0205453:1"",""C1512571:1"",""C0599155:2"",""C0750901:2"",""C1883676:1"",""C0230028:1"",""C0332307:2"",""C0205447:1"",""C0026882:5"",""C0205164:1"",""C0015127:1"",""C1274040:1"",""C0032520:2"",""C0015295:3"",""C0439603:1"",""C0085151:1"",""C1364818:4"",""C1705764:1""]"
19108503;"[""C0332307:1"",""C0379528:5"",""C2598144:1"",""C0205448:1"",""C1709707:1"",""C1280500:2"",""C0441994:1"",""C0439673:1"",""C0010813:9"",""C1235660:4"",""C0723712:1"",""C0442805:1"",""C1880371:2"",""C0392747:1"",""C1519623:1"",""C1705543:2"",""C0871362:2"",""C1709915:2"",""C0442808:1"",""C1527148:1"",""C0205460:1"",""C0596988:1"",""C0085732:1"",""C1300564:2"",""C0037083:2"",""C3828777:2"",""C0276496:1"",""C1334889:2"",""C0205198:1"",""C0033268:1"",""C2926606:1"",""C1418867:5""]"
12048111;"[""C0040223:1"",""C0002726:3"",""C0439849:1"",""C0205171:1"",""C2945599:1"",""C2363430:1"",""C2745955:1"",""C1709630:2"",""C0872237:1"",""C0181687:1"",""C0041671:1"",""C0002716:1"",""C0522501:1"",""C0205098:4"",""C0796617:2"",""C0205210:1"",""C2926606:1"",""C0439793:1"",""C0205088:1"",""C0228062:1"",""C1279901:1"",""C1306673:2"",""C0441767:1"",""C0205256:2"",""C0034158:1"",""C0442824:1"",""C0030193:3"",""C0228354:1"",""C0010853:4"",""C0004398:1"",""C0002395:1"",""C0441777:2"",""C1412452:1"",""C0039729:1"",""C1876563:1"",""C0277785:1"",""C0750482:1"",""C0027361:1"",""C0205469:5"",""C0001726:1"",""C0228349:5"",""C0228351:1"",""C0205082:1"",""C0868928:1"",""C0025260:1"",""C0007763:1"",""C0030705:1"",""C0001613:2"",""C0441766:1"",""C0205453:1"",""C0683454:2"",""C2749519:1"",""C0228355:1"",""C1518422:1"",""C2325289:1"",""C0679846:1"",""C0033684:1"",""C0449432:2"",""C1067936:1"",""C0205999:1"",""C0085400:1"",""C0022326:1"",""C0228352:1"",""C0449913:4"",""C1962987:1"",""C0441771:2"",""C0086418:1""]"
23883611;"[""C0871858:1"",""C0011900:1"",""C0004268:1"",""C0205314:1"",""C1948059:1"",""C1516314:1"",""C0205476:1"",""C0025250:1"",""C0030956:1"",""C1709630:1"",""C0231162:1"",""C0549178:1"",""C1521733:1"",""C2828008:1"",""C0205393:1"",""C0012634:1"",""C0085732:1"",""C0333562:1"",""C0002716:1"",""C1301808:1"",""C0205307:1"",""C1270972:1"",""C0449445:1"",""C0237881:1"",""C0205171:1"",""C0001811:5"",""C1522240:1"",""C1518422:1"",""C0006104:6"",""C0439836:1"",""C0392756:1"",""C0442824:1"",""C0002395:1"",""C0348078:1"",""C0033110:1"",""C0205548:1"",""C0443342:1"",""C0998924:1"",""C0596973:1"",""C1701901:1"",""C0336789:1"",""C0311402:1"",""C1527148:1"",""C1709634:1"",""C0162493:1""]"
10466669;"[""C0013030:1"",""C0497327:1"",""C0004398:1"",""C0023688:1"",""C0282151:2"",""C0030705:1"",""C0255374:1"",""C0376558:1"",""C0085200:1"",""C0752347:2"",""C0011900:1"",""C0040399:1"",""C0205245:1"",""C0002395:1""]"
10325447;"[""C3272283:1"",""C1825598:1"",""C0205345:3"",""C0241888:3"",""C0067503:1"",""C0017431:2"",""C3842585:1"",""C1518422:1"",""C1762617:1"",""C0205422:1"",""C0750572:2"",""C0442805:1"",""C0920317:1"",""C0002085:1"",""C1833334:1"",""C0035647:1"",""C0205087:2"",""C0392756:1"",""C0750492:1"",""C1882348:1"",""C0547044:1"",""C0241889:2"",""C0012634:1"",""C0868928:4"",""C0439234:3"",""C1280500:1"",""C0596130:1"",""C0814120:3"",""C0442762:1"",""C0003595:3"",""C0450387:1"",""C0028873:3"",""C0205388:1"",""C0276496:1"",""C0150093:1"",""C3829447:1"",""C1279919:1"",""C3842586:1"",""C0001779:4""]"
17559807;"[""C0043210:1"",""C0030705:1"",""C1882074:1"",""C0314672:1"",""C0002395:1"",""C0439237:1"",""C0205177:1"",""C1449651:1"",""C0178602:1"",""C0076466:1"",""C1269563:1"",""C0078939:1"",""C0304231:1"",""C1280500:1"",""C0936012:1"",""C0449258:1"",""C0014942:1"",""C3245505:1"",""C1422793:1"",""C1705543:1"",""C0039601:1"",""C0035647:1"",""C0723712:1"",""C1561607:1"",""C0439849:1"",""C0036864:1"",""C0014939:2"",""C1882348:1"",""C0014912:1"",""C0279494:1"",""C0014927:1"",""C0026019:1"",""C1533691:1"",""C0231448:1"",""C0002860:1"",""C0038317:1"",""C1628982:1"",""C0076172:1"",""C0567416:1"",""C0439509:1"",""C0002783:1"",""C0220781:1"",""C0205421:1"",""C0242506:1""]"
27662311;"[""C1880019:1"",""C0445542:1"",""C0332287:1"",""C0205065:3"",""C0542341:1"",""C0014912:1"",""C0740421:1"",""C0002395:1"",""C0036751:9"",""C0441712:2"",""C2699424:1"",""C0332149:1"",""C0332271:1"",""C2348629:1"",""C0332197:1"",""C0011581:5"",""C0162638:1"",""C0205420:1"",""C0017262:1"",""C0277785:1"",""C0001779:1"",""C2243105:1"",""C0443348:3"",""C1527148:1"",""C1879313:1"",""C0033147:1"",""C1518422:1"",""C0022877:1"",""C2713234:1"",""C0018684:1"",""C3842586:1"",""C0443252:1"",""C0043210:3"",""C0449913:2"",""C0001675:1"",""C0441472:1"",""C2347946:1"",""C0023866:1"",""C1457887:1"",""C0026062:1"",""C0038317:3"",""C0747102:1"",""C0033268:1"",""C0763396:1"",""C0035648:1"",""C0010656:1"",""C0021149:1"",""C0442805:2"",""C0024398:1"",""C0027882:6"",""C0024400:1"",""C1511726:1"",""C0683579:1"",""C0030705:1"",""C3161035:1"",""C0344315:1"",""C0279033:1"",""C0086418:2"",""C0599779:1"",""C0206159:1"",""C0205172:1"",""C0027746:1"",""C0332148:1""]"
2916952;"[""C0237753:1"",""C0205171:1"",""C0036751:2"",""C2700441:1"",""C0001779:2"",""C1281957:1"",""C0030705:1"",""C0547047:1"",""C0439166:1"",""C0597357:1"",""C0242702:1"",""C0086418:1"",""C0001811:1"",""C0038803:1"",""C0596901:1"",""C0037956:5"",""C0012634:2"",""C0002395:1"",""C2926735:1"",""C3812761:1"",""C0392756:1"",""C0439849:3"",""C0936012:1""]"
2803072;"[""C0241158:1"",""C1522240:1"",""C0443172:1"",""C1833334:1"",""C0038952:1"",""C1833300:1"",""C1521733:2"",""C1836407:2"",""C0497327:1"",""C0006104:1"",""C0868928:1"",""C0205448:1"",""C0011263:2"",""C0441633:1"",""C0220806:1"",""C0030232:4"",""C0682708:4"",""C0439590:1"",""C1317598:1"",""C0001613:1"",""C0004398:1"",""C0040395:1"",""C1880157:1"",""C0027361:1"",""C0002395:6"",""C0521167:1"",""C0085220:1"",""C0030705:5"",""C1517331:2""]"
26324103;"[""C0017258:1"",""C0750901:1"",""C0457385:1"",""C0175566:1"",""C0884358:1"",""C0475311:1"",""C0332288:1"",""C0205419:1"",""C0032105:1"",""C3538928:1"",""C0006754:1"",""C0205197:1"",""C0017428:2"",""C0444499:1"",""C1708726:1"",""C1704735:1"",""C0087111:1"",""C0596142:1"",""C0041740:1"",""C0205421:1"",""C0241888:1"",""C0025260:1"",""C0936012:1"",""C0039593:1"",""C1274040:1"",""C0001779:1"",""C0332464:1"",""C0018591:6"",""C0001811:1"",""C3845273:1"",""C0250604:3"",""C0002395:2"",""C0439849:2"",""C0439234:3"",""C1270972:2"",""C0439855:1"",""C0008659:1"",""C0036152:1"",""C0205099:1"",""C0017337:1"",""C0026882:1"",""C0599755:2"",""C0206132:1"",""C0282554:2"",""C0497327:1"",""C0442805:1"",""C0027361:2"",""C1882417:1"",""C0205314:1"",""C1332676:2"",""C1418985:2"",""C0205349:1"",""C0012634:1"",""C0205250:1"",""C0752046:3"",""C1280500:1"",""C0683971:1"",""C3245505:1"",""C1527180:1"",""C1151319:5"",""C0549177:1""]"
8795633;"[""C1516044:1"",""C2926606:1"",""C1514583:2"",""C0205469:1"",""C1166757:1"",""C0242915:1"",""C0522501:1"",""C1704922:1"",""C1705285:1"",""C0205171:1"",""C0175996:1"",""C3810854:2"",""C2348205:4"",""C0013852:1"",""C2674684:2"",""C0205410:1"",""C1518422:1"",""C0884358:1"",""C0039062:1"",""C0025936:1"",""C0002395:1"",""C0230779:1"",""C0032200:1"",""C0458142:1"",""C0547044:1"",""C0086860:1"",""C0004112:1"",""C0011164:1"",""C0002716:1"",""C0026809:8"",""C0150312:1"",""C1705760:1"",""C0086418:1"",""C0443172:1"",""C0007634:1"",""C0027882:1"",""C0205431:1"",""C1167518:1"",""C0085103:1"",""C2603343:1"",""C3546235:1"",""C0025914:2"",""C0019425:1"",""C0597162:1"",""C1707455:1"",""C0439792:1"",""C0085151:1"",""C0027834:1"",""C0026019:1"",""C1998882:1"",""C2346714:1"",""C3670500:1"",""C0439794:1"",""C0521119:1"",""C0439855:1"",""C0333463:1"",""C1449651:2"",""C1849249:1""]"
7539161;"[""C0333735:1"",""C0332149:1"",""C0449774:1"",""C0150103:1"",""C1441616:2"",""C1446409:1"",""C0597357:1"",""C0127400:2"",""C0229985:1"",""C0205332:1"",""C0078939:1"",""C0004112:1"",""C0459385:1"",""C1518422:2"",""C0750502:1"",""C0170936:1"",""C0333463:2"",""C1257890:1"",""C1705764:1"",""C0162493:1"",""C0333562:1"",""C0001613:1"",""C0441712:1"",""C0079349:1"",""C0001779:1"",""C0027882:1"",""C1282914:1"",""C0004398:1"",""C0002395:2"",""C0206116:1""]"
8044677;"[""C0332529:2"",""C0234621:1"",""C1998882:1"",""C0597198:1"",""C1532985:1"",""C1704243:1"",""C0936012:1"",""C1551338:2"",""C0205087:1"",""C2828360:1"",""C0449719:1"",""C0332257:1"",""C1442459:1"",""C0441833:6"",""C0004927:1"",""C0205451:1"",""C0205172:1"",""C3715149:1"",""C0237753:1"",""C0033204:1"",""C0030705:6"",""C0439603:1"",""C1285577:1"",""C1518422:1"",""C0205374:1"",""C0162340:1"",""C1516048:1"",""C0332183:2"",""C0205171:2"",""C0040223:1"",""C0002395:1"",""C0597535:1"",""C1521970:1"",""C1280500:1"",""C0233735:4"",""C0001779:1"",""C0233651:1"",""C1705313:2"",""C3540678:2"",""C1521840:1""]"
